"","x","y","z"
"2912",-23.5,-16,5
"2913",-22.5,-16,5
"2914",-21.5,-16,5
"2915",-20.5,-16,5
"2916",-19.5,-16,5
"2917",-18.5,-16,5
"2918",-17.5,-16,5
"2919",-16.5,-16,5
"2920",-15.5,-16,5
"2921",-14.5,-16,5
"2922",-13.5,-16,5
"2923",-12.5,-16,5
"2924",-11.5,-16,5
"2925",-10.5,-16,5
"2926",-9.5,-16,5
"2927",-8.5,-16,5
"2928",-7.5,-16,5
"2929",-6.5,-16,5
"2930",-5.5,-16,5
"2931",-4.5,-16,5
"2932",-3.5,-16,5
"2933",-2.5,-16,5
"2934",-1.5,-16,5
"2935",-0.5,-16,5
"2936",0.5,-16,5
"2937",1.5,-16,5
"2938",2.5,-16,5
"2939",3.5,-16,5
"2940",4.5,-16,5
"2941",5.5,-16,5
"2942",6.5,-16,5
"2943",7.5,-16,5
"2944",8.5,-16,5
"2945",9.5,-16,5
"2946",10.5,-16,5
"2947",11.5,-16,5
"2948",12.5,-16,5
"2949",13.5,-16,5
"2950",14.5,-16,5
"2951",15.5,-16,5
"2952",16.5,-16,5
"2953",17.5,-16,5
"2954",18.5,-16,5
"2955",19.5,-16,5
"2956",20.5,-16,5
"2957",21.5,-16,5
"2958",22.5,-16,5
"2959",23.5,-16,5
"2960",24.5,-16,5
"2961",25.5,-16,5
"2962",26.5,-16,5
"2963",-26.5,-17,5
"2964",-25.5,-17,5
"2965",-24.5,-17,5
"2966",-23.5,-17,5
"2967",-22.5,-17,5
"2968",-21.5,-17,5
"2969",-20.5,-17,5
"2970",-19.5,-17,5
"2971",-18.5,-17,5
"2972",-17.5,-17,5
"2973",-16.5,-17,5
"2974",-15.5,-17,5
"2975",-14.5,-17,5
"2976",-13.5,-17,5
"2977",-12.5,-17,5
"2978",-11.5,-17,5
"2979",-10.5,-17,5
"2980",-9.5,-17,5
"2981",-8.5,-17,5
"2982",-7.5,-17,5
"2983",-6.5,-17,5
"2984",-5.5,-17,5
"2985",-4.5,-17,5
"2986",-3.5,-17,5
"2987",-2.5,-17,5
"2988",-1.5,-17,5
"2989",-0.5,-17,5
"2990",0.5,-17,5
"2991",1.5,-17,5
"2992",2.5,-17,5
"2993",3.5,-17,5
"2994",4.5,-17,5
"2995",5.5,-17,5
"2996",6.5,-17,5
"2997",7.5,-17,5
"2998",8.5,-17,5
"2999",9.5,-17,5
"3000",10.5,-17,5
"3001",11.5,-17,5
"3002",12.5,-17,5
"3003",13.5,-17,5
"3004",14.5,-17,5
"3005",15.5,-17,5
"3006",16.5,-17,5
"3007",17.5,-17,5
"3008",18.5,-17,5
"3009",19.5,-17,5
"3010",20.5,-17,5
"3011",21.5,-17,5
"3012",22.5,-17,5
"3013",23.5,-17,5
"3014",24.5,-17,5
"3015",25.5,-17,5
"3016",26.5,-17,5
"3017",-26.5,-18,5
"3018",-25.5,-18,5
"3019",-24.5,-18,5
"3020",-23.5,-18,5
"3021",-22.5,-18,5
"3022",-21.5,-18,5
"3023",-20.5,-18,5
"3024",-19.5,-18,5
"3025",-18.5,-18,5
"3026",-17.5,-18,5
"3027",-16.5,-18,5
"3028",-15.5,-18,5
"3029",-14.5,-18,5
"3030",-13.5,-18,5
"3031",-12.5,-18,5
"3032",-11.5,-18,5
"3033",-10.5,-18,5
"3034",-9.5,-18,5
"3035",-8.5,-18,5
"3036",-7.5,-18,5
"3037",-6.5,-18,5
"3038",-5.5,-18,5
"3039",-4.5,-18,5
"3040",-3.5,-18,5
"3041",-2.5,-18,5
"3042",-1.5,-18,5
"3043",-0.5,-18,5
"3044",0.5,-18,5
"3045",1.5,-18,5
"3046",2.5,-18,5
"3047",3.5,-18,5
"3048",4.5,-18,5
"3049",5.5,-18,5
"3050",6.5,-18,5
"3051",7.5,-18,5
"3052",8.5,-18,5
"3053",9.5,-18,5
"3054",10.5,-18,5
"3055",11.5,-18,5
"3056",12.5,-18,5
"3057",13.5,-18,5
"3058",14.5,-18,5
"3059",15.5,-18,5
"3060",16.5,-18,5
"3061",17.5,-18,5
"3062",18.5,-18,5
"3063",19.5,-18,5
"3064",20.5,-18,5
"3065",21.5,-18,5
"3066",22.5,-18,5
"3067",23.5,-18,5
"3068",24.5,-18,5
"3069",25.5,-18,5
"3070",26.5,-18,5
"3071",-26.5,-19,5
"3072",-25.5,-19,5
"3073",-24.5,-19,5
"3074",-23.5,-19,5
"3075",-22.5,-19,5
"3076",-21.5,-19,5
"3077",-20.5,-19,5
"3078",-19.5,-19,5
"3079",-18.5,-19,5
"3080",-17.5,-19,5
"3081",-16.5,-19,5
"3082",-15.5,-19,5
"3083",-14.5,-19,5
"3084",-13.5,-19,5
"3085",-12.5,-19,5
"3086",-11.5,-19,5
"3087",-10.5,-19,5
"3088",-9.5,-19,5
"3089",-8.5,-19,5
"3090",-7.5,-19,5
"3091",-6.5,-19,5
"3092",-5.5,-19,5
"3093",-4.5,-19,5
"3094",-3.5,-19,5
"3095",-2.5,-19,5
"3096",-1.5,-19,5
"3097",-0.5,-19,5
"3098",0.5,-19,5
"3099",1.5,-19,5
"3100",2.5,-19,5
"3101",3.5,-19,5
"3102",4.5,-19,5
"3103",5.5,-19,5
"3104",6.5,-19,5
"3105",7.5,-19,5
"3106",8.5,-19,5
"3107",9.5,-19,5
"3108",10.5,-19,5
"3109",11.5,-19,5
"3110",12.5,-19,5
"3111",13.5,-19,5
"3112",14.5,-19,5
"3113",15.5,-19,5
"3114",16.5,-19,5
"3115",17.5,-19,5
"3116",18.5,-19,5
"3117",19.5,-19,5
"3118",20.5,-19,5
"3119",21.5,-19,5
"3120",22.5,-19,5
"3121",23.5,-19,5
"3122",24.5,-19,5
"3123",25.5,-19,5
"3124",26.5,-19,5
"3125",-26.5,-20,5
"3126",-25.5,-20,5
"3127",-24.5,-20,5
"3128",-23.5,-20,5
"3129",-22.5,-20,5
"3130",-21.5,-20,5
"3131",-20.5,-20,5
"3132",-19.5,-20,5
"3133",-18.5,-20,5
"3134",-17.5,-20,5
"3135",-16.5,-20,5
"3136",-15.5,-20,5
"3137",-14.5,-20,5
"3138",-13.5,-20,5
"3139",-12.5,-20,5
"3140",-11.5,-20,5
"3141",-10.5,-20,5
"3142",-9.5,-20,5
"3143",-8.5,-20,5
"3144",-7.5,-20,5
"3145",-6.5,-20,5
"3146",-5.5,-20,5
"3147",-4.5,-20,5
"3148",-3.5,-20,5
"3149",-2.5,-20,5
"3150",-1.5,-20,5
"3151",-0.5,-20,5
"3152",0.5,-20,5
"3153",1.5,-20,5
"3154",2.5,-20,5
"3155",3.5,-20,5
"3156",4.5,-20,5
"3157",5.5,-20,5
"3158",6.5,-20,5
"3159",7.5,-20,5
"3160",8.5,-20,5
"3161",9.5,-20,5
"3162",10.5,-20,5
"3163",11.5,-20,5
"3164",12.5,-20,5
"3165",13.5,-20,5
"3166",14.5,-20,5
"3167",15.5,-20,5
"3168",16.5,-20,5
"3169",17.5,-20,5
"3170",18.5,-20,5
"3171",19.5,-20,5
"3172",20.5,-20,5
"3173",21.5,-20,5
"3174",22.5,-20,5
"3175",23.5,-20,5
"3176",24.5,-20,5
"3177",25.5,-20,5
"3178",26.5,-20,5
"3179",-26.5,-21,5
"3180",-25.5,-21,5
"3181",-24.5,-21,5
"3182",-23.5,-21,5
"3183",-22.5,-21,5
"3184",-21.5,-21,5
"3185",-20.5,-21,5
"3186",-19.5,-21,5
"3187",-18.5,-21,5
"3188",-17.5,-21,5
"3189",-16.5,-21,5
"3190",-15.5,-21,5
"3191",-14.5,-21,5
"3192",-13.5,-21,5
"3193",-12.5,-21,5
"3194",-11.5,-21,5
"3195",-10.5,-21,5
"3196",-9.5,-21,5
"3197",-8.5,-21,5
"3198",-7.5,-21,5
"3199",-6.5,-21,5
"3200",-5.5,-21,5
"3201",-4.5,-21,5
"3202",-3.5,-21,5
"3203",-2.5,-21,5
"3204",-1.5,-21,5
"3205",-0.5,-21,5
"3206",0.5,-21,5
"3207",1.5,-21,5
"3208",2.5,-21,5
"3209",3.5,-21,5
"3210",4.5,-21,5
"3211",5.5,-21,5
"3212",6.5,-21,5
"3213",7.5,-21,5
"3214",8.5,-21,5
"3215",9.5,-21,5
"3216",10.5,-21,5
"3217",11.5,-21,5
"3218",12.5,-21,5
"3219",13.5,-21,5
"3220",14.5,-21,5
"3221",15.5,-21,5
"3222",16.5,-21,5
"3223",17.5,-21,5
"3224",18.5,-21,5
"3225",19.5,-21,5
"3226",20.5,-21,5
"3227",21.5,-21,5
"3228",22.5,-21,5
"3229",23.5,-21,5
"3230",24.5,-21,5
"3231",25.5,-21,5
"3232",26.5,-21,5
"3233",-26.5,-22,5
"3234",-25.5,-22,5
"3235",-24.5,-22,5
"3236",-23.5,-22,5
"3237",-22.5,-22,5
"3238",-21.5,-22,5
"3239",-20.5,-22,5
"3240",-19.5,-22,5
"3241",-18.5,-22,5
"3242",-17.5,-22,5
"3243",-16.5,-22,5
"3244",-15.5,-22,5
"3245",-14.5,-22,5
"3246",-13.5,-22,5
"3247",-12.5,-22,5
"3248",-11.5,-22,5
"3249",-10.5,-22,5
"3250",-9.5,-22,5
"3251",-8.5,-22,5
"3252",-7.5,-22,5
"3253",-6.5,-22,5
"3254",-5.5,-22,5
"3255",-4.5,-22,5
"3256",-3.5,-22,5
"3257",-2.5,-22,5
"3258",-1.5,-22,5
"3259",-0.5,-22,5
"3260",0.5,-22,5
"3261",1.5,-22,5
"3262",2.5,-22,5
"3263",3.5,-22,5
"3264",4.5,-22,5
"3265",5.5,-22,5
"3266",6.5,-22,5
"3267",7.5,-22,5
"3268",8.5,-22,5
"3269",9.5,-22,5
"3270",10.5,-22,5
"3271",11.5,-22,5
"3272",12.5,-22,5
"3273",13.5,-22,5
"3274",14.5,-22,5
"3275",15.5,-22,5
"3276",16.5,-22,5
"3277",17.5,-22,5
"3278",18.5,-22,5
"3279",19.5,-22,5
"3280",20.5,-22,5
"3281",21.5,-22,5
"3282",22.5,-22,5
"3283",23.5,-22,5
"3284",24.5,-22,5
"3285",25.5,-22,5
"3286",26.5,-22,5
"3287",-26.5,-23,5
"3288",-25.5,-23,5
"3289",-24.5,-23,5
"3290",-23.5,-23,5
"3291",-22.5,-23,5
"3292",-21.5,-23,5
"3293",-20.5,-23,5
"3294",-19.5,-23,5
"3295",-18.5,-23,5
"3296",-17.5,-23,5
"3297",-16.5,-23,5
"3298",-15.5,-23,5
"3299",-14.5,-23,5
"3300",-13.5,-23,5
"3301",-12.5,-23,5
"3302",-11.5,-23,5
"3303",-10.5,-23,5
"3304",-9.5,-23,5
"3305",-8.5,-23,5
"3306",-7.5,-23,5
"3307",-6.5,-23,5
"3308",-5.5,-23,5
"3309",-4.5,-23,5
"3310",-3.5,-23,5
"3311",-2.5,-23,5
"3312",-1.5,-23,5
"3313",-0.5,-23,5
"3314",0.5,-23,5
"3315",1.5,-23,5
"3316",2.5,-23,5
"3317",3.5,-23,5
"3318",4.5,-23,5
"3319",5.5,-23,5
"3320",6.5,-23,5
"3321",7.5,-23,5
"3322",8.5,-23,5
"3323",9.5,-23,5
"3324",10.5,-23,5
"3325",11.5,-23,5
"3326",12.5,-23,5
"3327",13.5,-23,5
"3328",14.5,-23,5
"3329",15.5,-23,5
"3330",16.5,-23,5
"3331",17.5,-23,5
"3332",18.5,-23,5
"3333",19.5,-23,5
"3334",20.5,-23,5
"3335",21.5,-23,5
"3336",22.5,-23,5
"3337",23.5,-23,5
"3338",24.5,-23,5
"3339",25.5,-23,5
"3340",-26.5,-24,5
"3341",-25.5,-24,5
"3342",-24.5,-24,5
"3343",-23.5,-24,5
"3344",-22.5,-24,5
"3345",-21.5,-24,5
"3346",-20.5,-24,5
"3347",-19.5,-24,5
"3348",-18.5,-24,5
"3349",-17.5,-24,5
"3350",-16.5,-24,5
"3351",-15.5,-24,5
"3352",-14.5,-24,5
"3353",-13.5,-24,5
"3354",-12.5,-24,5
"3355",-11.5,-24,5
"3356",-10.5,-24,5
"3357",-9.5,-24,5
"3358",-8.5,-24,5
"3359",-7.5,-24,5
"3360",-6.5,-24,5
"3361",-5.5,-24,5
"3362",-4.5,-24,5
"3363",-3.5,-24,5
"3364",-2.5,-24,5
"3365",-1.5,-24,5
"3366",-0.5,-24,5
"3367",0.5,-24,5
"3368",1.5,-24,5
"3369",2.5,-24,5
"3370",3.5,-24,5
"3371",4.5,-24,5
"3372",5.5,-24,5
"3373",6.5,-24,5
"3374",7.5,-24,5
"3375",8.5,-24,5
"3376",9.5,-24,5
"3377",10.5,-24,5
"3378",11.5,-24,5
"3379",12.5,-24,5
"3380",13.5,-24,5
"3381",14.5,-24,5
"3382",15.5,-24,5
"3383",16.5,-24,5
"3384",17.5,-24,5
"3385",18.5,-24,5
"3386",19.5,-24,5
"3387",20.5,-24,5
"3388",21.5,-24,5
"3389",22.5,-24,5
"3390",23.5,-24,5
"3391",24.5,-24,5
"3392",25.5,-24,5
"3393",-26.5,-25,5
"3394",-25.5,-25,5
"3395",-24.5,-25,5
"3396",-23.5,-25,5
"3397",-22.5,-25,5
"3398",-21.5,-25,5
"3399",-20.5,-25,5
"3400",-19.5,-25,5
"3401",-18.5,-25,5
"3402",-17.5,-25,5
"3403",-16.5,-25,5
"3404",-15.5,-25,5
"3405",-14.5,-25,5
"3406",-13.5,-25,5
"3407",-12.5,-25,5
"3408",-11.5,-25,5
"3409",-10.5,-25,5
"3410",-9.5,-25,5
"3411",-8.5,-25,5
"3412",-7.5,-25,5
"3413",-6.5,-25,5
"3414",-5.5,-25,5
"3415",-4.5,-25,5
"3416",-3.5,-25,5
"3417",-2.5,-25,5
"3418",-1.5,-25,5
"3419",-0.5,-25,5
"3420",0.5,-25,5
"3421",1.5,-25,5
"3422",2.5,-25,5
"3423",3.5,-25,5
"3424",4.5,-25,5
"3425",5.5,-25,5
"3426",6.5,-25,5
"3427",7.5,-25,5
"3428",8.5,-25,5
"3429",9.5,-25,5
"3430",10.5,-25,5
"3431",11.5,-25,5
"3432",12.5,-25,5
"3433",13.5,-25,5
"3434",14.5,-25,5
"3435",15.5,-25,5
"3436",16.5,-25,5
"3437",17.5,-25,5
"3438",18.5,-25,5
"3439",19.5,-25,5
"3440",20.5,-25,5
"3441",21.5,-25,5
"3442",22.5,-25,5
"3443",23.5,-25,5
"3444",24.5,-25,5
"3445",25.5,-25,5
"3446",-26.5,-26,5
"3447",-25.5,-26,5
"3448",-24.5,-26,5
"3449",-23.5,-26,5
"3450",-22.5,-26,5
"3451",-21.5,-26,5
"3452",-20.5,-26,5
"3453",-19.5,-26,5
"3454",-18.5,-26,5
"3455",-17.5,-26,5
"3456",-16.5,-26,5
"3457",-15.5,-26,5
"3458",-14.5,-26,5
"3459",-13.5,-26,5
"3460",-12.5,-26,5
"3461",-11.5,-26,5
"3462",-10.5,-26,5
"3463",-9.5,-26,5
"3464",-8.5,-26,5
"3465",-7.5,-26,5
"3466",-6.5,-26,5
"3467",-5.5,-26,5
"3468",-4.5,-26,5
"3469",-3.5,-26,5
"3470",-2.5,-26,5
"3471",-1.5,-26,5
"3472",-0.5,-26,5
"3473",0.5,-26,5
"3474",1.5,-26,5
"3475",2.5,-26,5
"3476",3.5,-26,5
"3477",4.5,-26,5
"3478",5.5,-26,5
"3479",6.5,-26,5
"3480",7.5,-26,5
"3481",8.5,-26,5
"3482",9.5,-26,5
"3483",10.5,-26,5
"3484",11.5,-26,5
"3485",12.5,-26,5
"3486",13.5,-26,5
"3487",14.5,-26,5
"3488",15.5,-26,5
"3489",16.5,-26,5
"3490",17.5,-26,5
"3491",18.5,-26,5
"3492",19.5,-26,5
"3493",20.5,-26,5
"3494",21.5,-26,5
"3495",22.5,-26,5
"3496",23.5,-26,5
"3497",24.5,-26,5
"3498",-26.5,-27,5
"3499",-25.5,-27,5
"3500",-24.5,-27,5
"3501",-23.5,-27,5
"3502",-22.5,-27,5
"3503",-21.5,-27,5
"3504",-20.5,-27,5
"3505",-19.5,-27,5
"3506",-18.5,-27,5
"3507",-17.5,-27,5
"3508",-16.5,-27,5
"3509",-15.5,-27,5
"3510",-14.5,-27,5
"3511",-13.5,-27,5
"3512",-12.5,-27,5
"3513",-11.5,-27,5
"3514",-10.5,-27,5
"3515",-9.5,-27,5
"3516",-8.5,-27,5
"3517",-7.5,-27,5
"3518",-6.5,-27,5
"3519",-5.5,-27,5
"3520",-4.5,-27,5
"3521",-3.5,-27,5
"3522",-2.5,-27,5
"3523",-1.5,-27,5
"3524",-0.5,-27,5
"3525",0.5,-27,5
"3526",1.5,-27,5
"3527",2.5,-27,5
"3528",3.5,-27,5
"3529",4.5,-27,5
"3530",5.5,-27,5
"3531",6.5,-27,5
"3532",7.5,-27,5
"3533",8.5,-27,5
"3534",9.5,-27,5
"3535",10.5,-27,5
"3536",11.5,-27,5
"3537",12.5,-27,5
"3538",13.5,-27,5
"3539",14.5,-27,5
"3540",15.5,-27,5
"3541",16.5,-27,5
"3542",17.5,-27,5
"3543",18.5,-27,5
"3544",19.5,-27,5
"3545",20.5,-27,5
"3546",21.5,-27,5
"3547",22.5,-27,5
"3548",23.5,-27,5
"3549",24.5,-27,5
"3550",-25.5,-28,5
"3551",-24.5,-28,5
"3552",-23.5,-28,5
"3553",-22.5,-28,5
"3554",-21.5,-28,5
"3555",-20.5,-28,5
"3556",-19.5,-28,5
"3557",-18.5,-28,5
"3558",-17.5,-28,5
"3559",-16.5,-28,5
"3560",-15.5,-28,5
"3561",-14.5,-28,5
"3562",-13.5,-28,5
"3563",-12.5,-28,5
"3564",-11.5,-28,5
"3565",-10.5,-28,5
"3566",-9.5,-28,5
"3567",-8.5,-28,5
"3568",-7.5,-28,5
"3569",-6.5,-28,5
"3570",-5.5,-28,5
"3571",-4.5,-28,5
"3572",-3.5,-28,5
"3573",-2.5,-28,5
"3574",-1.5,-28,5
"3575",-0.5,-28,5
"3576",0.5,-28,5
"3577",1.5,-28,5
"3578",2.5,-28,5
"3579",3.5,-28,5
"3580",4.5,-28,5
"3581",5.5,-28,5
"3582",6.5,-28,5
"3583",7.5,-28,5
"3584",8.5,-28,5
"3585",9.5,-28,5
"3586",10.5,-28,5
"3587",11.5,-28,5
"3588",12.5,-28,5
"3589",13.5,-28,5
"3590",14.5,-28,5
"3591",15.5,-28,5
"3592",16.5,-28,5
"3593",17.5,-28,5
"3594",18.5,-28,5
"3595",19.5,-28,5
"3596",20.5,-28,5
"3597",21.5,-28,5
"3598",22.5,-28,5
"3599",23.5,-28,5
"3600",24.5,-28,5
"3601",-25.5,-29,5
"3602",-24.5,-29,5
"3603",-23.5,-29,5
"3604",-22.5,-29,5
"3605",-21.5,-29,5
"3606",-20.5,-29,5
"3607",-19.5,-29,5
"3608",-18.5,-29,5
"3609",-17.5,-29,5
"3610",-16.5,-29,5
"3611",-15.5,-29,5
"3612",-14.5,-29,5
"3613",-13.5,-29,5
"3614",-12.5,-29,5
"3615",-11.5,-29,5
"3616",-10.5,-29,5
"3617",-9.5,-29,5
"3618",-8.5,-29,5
"3619",-7.5,-29,5
"3620",-6.5,-29,5
"3621",-5.5,-29,5
"3622",-4.5,-29,5
"3623",-3.5,-29,5
"3624",-2.5,-29,5
"3625",-1.5,-29,5
"3626",-0.5,-29,5
"3627",0.5,-29,5
"3628",1.5,-29,5
"3629",2.5,-29,5
"3630",3.5,-29,5
"3631",4.5,-29,5
"3632",5.5,-29,5
"3633",6.5,-29,5
"3634",7.5,-29,5
"3635",8.5,-29,5
"3636",9.5,-29,5
"3637",10.5,-29,5
"3638",11.5,-29,5
"3639",12.5,-29,5
"3640",13.5,-29,5
"3641",14.5,-29,5
"3642",15.5,-29,5
"3643",16.5,-29,5
"3644",17.5,-29,5
"3645",18.5,-29,5
"3646",19.5,-29,5
"3647",20.5,-29,5
"3648",21.5,-29,5
"3649",22.5,-29,5
"3650",23.5,-29,5
"3651",-24.5,-30,5
"3652",-23.5,-30,5
"3653",-22.5,-30,5
"3654",-21.5,-30,5
"3655",-20.5,-30,5
"3656",-19.5,-30,5
"3657",-18.5,-30,5
"3658",-17.5,-30,5
"3659",-16.5,-30,5
"3660",-15.5,-30,5
"3661",-14.5,-30,5
"3662",-13.5,-30,5
"3663",-12.5,-30,5
"3664",-11.5,-30,5
"3665",-10.5,-30,5
"3666",-9.5,-30,5
"3667",-8.5,-30,5
"3668",-7.5,-30,5
"3669",-6.5,-30,5
"3670",-5.5,-30,5
"3671",-4.5,-30,5
"3672",-3.5,-30,5
"3673",-2.5,-30,5
"3674",-1.5,-30,5
"3675",-0.5,-30,5
"3676",0.5,-30,5
"3677",1.5,-30,5
"3678",2.5,-30,5
"3679",3.5,-30,5
"3680",4.5,-30,5
"3681",5.5,-30,5
"3682",6.5,-30,5
"3683",7.5,-30,5
"3684",8.5,-30,5
"3685",9.5,-30,5
"3686",10.5,-30,5
"3687",11.5,-30,5
"3688",12.5,-30,5
"3689",13.5,-30,5
"3690",14.5,-30,5
"3691",15.5,-30,5
"3692",16.5,-30,5
"3693",17.5,-30,5
"3694",18.5,-30,5
"3695",19.5,-30,5
"3696",20.5,-30,5
"3697",21.5,-30,5
"3698",22.5,-30,5
"3699",23.5,-30,5
"3700",-23.5,-31,5
"3701",-22.5,-31,5
"3702",-21.5,-31,5
"3703",-20.5,-31,5
"3704",-19.5,-31,5
"3705",-18.5,-31,5
"3706",-17.5,-31,5
"3707",-16.5,-31,5
"3708",-15.5,-31,5
"3709",-14.5,-31,5
"3710",-13.5,-31,5
"3711",-12.5,-31,5
"3712",-11.5,-31,5
"3713",-10.5,-31,5
"3714",-9.5,-31,5
"3715",-8.5,-31,5
"3716",-7.5,-31,5
"3717",-6.5,-31,5
"3718",-5.5,-31,5
"3719",-4.5,-31,5
"3720",-3.5,-31,5
"3721",-2.5,-31,5
"3722",-1.5,-31,5
"3723",-0.5,-31,5
"3724",0.5,-31,5
"3725",1.5,-31,5
"3726",2.5,-31,5
"3727",3.5,-31,5
"3728",4.5,-31,5
"3729",5.5,-31,5
"3730",6.5,-31,5
"3731",7.5,-31,5
"3732",8.5,-31,5
"3733",9.5,-31,5
"3734",10.5,-31,5
"3735",11.5,-31,5
"3736",12.5,-31,5
"3737",13.5,-31,5
"3738",14.5,-31,5
"3739",15.5,-31,5
"3740",16.5,-31,5
"3741",17.5,-31,5
"3742",18.5,-31,5
"3743",19.5,-31,5
"3744",20.5,-31,5
"3745",21.5,-31,5
"3746",22.5,-31,5
"3747",-23.5,-32,5
"3748",-22.5,-32,5
"3749",-21.5,-32,5
"3750",-20.5,-32,5
"3751",-19.5,-32,5
"3752",-18.5,-32,5
"3753",-17.5,-32,5
"3754",-16.5,-32,5
"3755",-15.5,-32,5
"3756",-14.5,-32,5
"3757",-13.5,-32,5
"3758",-12.5,-32,5
"3759",-11.5,-32,5
"3760",-10.5,-32,5
"3761",-9.5,-32,5
"3762",-8.5,-32,5
"3763",-7.5,-32,5
"3764",-6.5,-32,5
"3765",-5.5,-32,5
"3766",-4.5,-32,5
"3767",-3.5,-32,5
"3768",-2.5,-32,5
"3769",-1.5,-32,5
"3770",-0.5,-32,5
"3771",0.5,-32,5
"3772",1.5,-32,5
"3773",2.5,-32,5
"3774",3.5,-32,5
"3775",4.5,-32,5
"3776",5.5,-32,5
"3777",6.5,-32,5
"3778",7.5,-32,5
"3779",8.5,-32,5
"3780",9.5,-32,5
"3781",10.5,-32,5
"3782",11.5,-32,5
"3783",12.5,-32,5
"3784",13.5,-32,5
"3785",14.5,-32,5
"3786",15.5,-32,5
"3787",16.5,-32,5
"3788",17.5,-32,5
"3789",18.5,-32,5
"3790",19.5,-32,5
"3791",20.5,-32,5
"3792",21.5,-32,5
"3793",22.5,-32,5
"3794",-21.5,-33,5
"3795",-20.5,-33,5
"3796",-19.5,-33,5
"3797",-18.5,-33,5
"3798",-17.5,-33,5
"3799",-16.5,-33,5
"3800",-15.5,-33,5
"3801",-14.5,-33,5
"3802",-13.5,-33,5
"3803",-12.5,-33,5
"3804",-11.5,-33,5
"3805",-10.5,-33,5
"3806",-9.5,-33,5
"3807",-8.5,-33,5
"3808",-7.5,-33,5
"3809",-6.5,-33,5
"3810",-5.5,-33,5
"3811",-4.5,-33,5
"3812",-3.5,-33,5
"3813",-2.5,-33,5
"3814",-1.5,-33,5
"3815",-0.5,-33,5
"3816",0.5,-33,5
"3817",1.5,-33,5
"3818",2.5,-33,5
"3819",3.5,-33,5
"3820",4.5,-33,5
"3821",5.5,-33,5
"3822",6.5,-33,5
"3823",7.5,-33,5
"3824",8.5,-33,5
"3825",9.5,-33,5
"3826",10.5,-33,5
"3827",11.5,-33,5
"3828",12.5,-33,5
"3829",13.5,-33,5
"3830",14.5,-33,5
"3831",15.5,-33,5
"3832",16.5,-33,5
"3833",17.5,-33,5
"3834",18.5,-33,5
"3835",19.5,-33,5
"3836",20.5,-33,5
"3837",21.5,-33,5
"3838",-21.5,-34,5
"3839",-20.5,-34,5
"3840",-19.5,-34,5
"3841",-18.5,-34,5
"3842",-17.5,-34,5
"3843",-16.5,-34,5
"3844",-15.5,-34,5
"3845",-14.5,-34,5
"3846",-13.5,-34,5
"3847",-12.5,-34,5
"3848",-11.5,-34,5
"3849",-10.5,-34,5
"3850",-9.5,-34,5
"3851",-8.5,-34,5
"3852",-7.5,-34,5
"3853",-6.5,-34,5
"3854",-5.5,-34,5
"3855",-4.5,-34,5
"3856",-3.5,-34,5
"3857",-2.5,-34,5
"3858",-1.5,-34,5
"3859",-0.5,-34,5
"3860",0.5,-34,5
"3861",1.5,-34,5
"3862",2.5,-34,5
"3863",3.5,-34,5
"3864",4.5,-34,5
"3865",5.5,-34,5
"3866",6.5,-34,5
"3867",7.5,-34,5
"3868",8.5,-34,5
"3869",9.5,-34,5
"3870",10.5,-34,5
"3871",11.5,-34,5
"3872",12.5,-34,5
"3873",13.5,-34,5
"3874",14.5,-34,5
"3875",15.5,-34,5
"3876",16.5,-34,5
"3877",17.5,-34,5
"3878",18.5,-34,5
"3879",19.5,-34,5
"3880",20.5,-34,5
"3881",-19.5,-35,5
"3882",-18.5,-35,5
"3883",-17.5,-35,5
"3884",-16.5,-35,5
"3885",-15.5,-35,5
"3886",-14.5,-35,5
"3887",-13.5,-35,5
"3888",-12.5,-35,5
"3889",-11.5,-35,5
"3890",-10.5,-35,5
"3891",-9.5,-35,5
"3892",-8.5,-35,5
"3893",-7.5,-35,5
"3894",-6.5,-35,5
"3895",-5.5,-35,5
"3896",-4.5,-35,5
"3897",-3.5,-35,5
"3898",-2.5,-35,5
"3899",-1.5,-35,5
"3900",-0.5,-35,5
"3901",0.5,-35,5
"3902",1.5,-35,5
"3903",2.5,-35,5
"3904",3.5,-35,5
"3905",4.5,-35,5
"3906",5.5,-35,5
"3907",6.5,-35,5
"3908",7.5,-35,5
"3909",8.5,-35,5
"3910",9.5,-35,5
"3911",10.5,-35,5
"3912",11.5,-35,5
"3913",12.5,-35,5
"3914",13.5,-35,5
"3915",14.5,-35,5
"3916",15.5,-35,5
"3917",16.5,-35,5
"3918",17.5,-35,5
"3919",18.5,-35,5
"3920",19.5,-35,5
"3921",-19.5,-36,5
"3922",-18.5,-36,5
"3923",-17.5,-36,5
"3924",-16.5,-36,5
"3925",-15.5,-36,5
"3926",-14.5,-36,5
"3927",-13.5,-36,5
"3928",-12.5,-36,5
"3929",-11.5,-36,5
"3930",-10.5,-36,5
"3931",-9.5,-36,5
"3932",-8.5,-36,5
"3933",-7.5,-36,5
"3934",-6.5,-36,5
"3935",-5.5,-36,5
"3936",-4.5,-36,5
"3937",-3.5,-36,5
"3938",-2.5,-36,5
"3939",-1.5,-36,5
"3940",-0.5,-36,5
"3941",0.5,-36,5
"3942",1.5,-36,5
"3943",2.5,-36,5
"3944",3.5,-36,5
"3945",4.5,-36,5
"3946",5.5,-36,5
